Data,Hora UTC,PRECIPITACAO TOTAL,TEMPERATURA MAXIMA,TEMPERATURA MINIMA,UMIDADE REL MAX,UMIDADE REL MIN
2021/01/24,1900 UTC,0,2,29,9,16
2021/01/24,2000 UTC,0,14,4,26,5
2021/01/24,2100 UTC,0,14,5,25,6
2021/01/24,2200 UTC,0,8,25,8,14
2021/01/24,2300 UTC,0,15,2,23,6
2021/01/25,0000 UTC,0,15,2,3,15
2021/01/25,0100 UTC,0,15,4,22,8
2021/01/25,0200 UTC,0,15,1,22,3
2021/01/25,0300 UTC,0,14,8,21,8
2021/01/25,0400 UTC,0,14,6,21,4
2021/01/25,0500 UTC,0,5,20,7,14
2021/01/25,0600 UTC,0,6,21,6,14
2021/01/25,0700 UTC,0,14,6,20,3
2021/01/25,0800 UTC,0,15,20,8,15
2021/01/25,0900 UTC,0,4,15,8,19
2021/01/25,1000 UTC,0,15,8,19,3
2021/01/25,1100 UTC,0,7,16,8,20
2021/01/25,1200 UTC,0,8,16,9,22
2021/01/25,1300 UTC,0,2,16,24,6
2021/01/25,1400 UTC,0,7,14,4,25
2021/01/25,1500 UTC,0,7,13,25,8
2021/01/25,1600 UTC,0,9,13,5,28
2021/01/25,1700 UTC,0,9,14,9,28
2021/01/25,1800 UTC,0,5,30,7,14
2021/01/25,1900 UTC,0,14,30,7,15
2021/01/25,2000 UTC,0,6,12,27,5
2021/01/25,2100 UTC,0,14,4,26,5
2021/01/25,2200 UTC,0,1,15,5,25
2021/01/25,2300 UTC,0,15,7,24,1
2021/01/26,0000 UTC,0,15,1,23,3
2021/01/26,0100 UTC,0,14,6,22,8
2021/01/26,0200 UTC,0,14,9,22,3
2021/01/26,0300 UTC,0,15,6,21,8
2021/01/26,0400 UTC,0,16,1,21,4
2021/01/26,0500 UTC,0,2,21,16,3
2021/01/26,0600 UTC,0,16,5,20,6
2021/01/26,0700 UTC,0,16,8,20,3
2021/01/26,0800 UTC,0,16,8,20,2
2021/01/26,0900 UTC,0,16,7,20,2
2021/01/26,1000 UTC,0,17,22,17,1
2021/01/26,1100 UTC,0,17,1,22,17
2021/01/26,1200 UTC,0,4,17,4,22
2021/01/26,1300 UTC,0,5,17,4,18
2021/01/26,1400 UTC,0,8,16,25,2
2021/01/26,1500 UTC,0,7,16,5,25
2021/01/26,1600 UTC,0,15,8,26,6
2021/01/26,1700 UTC,0,4,14,7,26
2021/01/26,1800 UTC,0,4,15,5,27
2021/01/26,1900 UTC,0,1,15,3,27
2021/01/26,2000 UTC,0,6,16,3,26
2021/01/26,2100 UTC,0,14,6,26,2
2021/01/26,2200 UTC,0,1,14,3,24
2021/01/26,2300 UTC,0,13,9,24,2
2021/01/27,0000 UTC,0,13,3,23,4
2021/01/27,0100 UTC,0,23,6,13,3
2021/01/27,0200 UTC,0,12,7,22,7
2021/01/27,0300 UTC,0,12,9,22,2
2021/01/27,0400 UTC,0,12,9,21,9
2021/01/27,0500 UTC,0,13,4,20,4
2021/01/27,0600 UTC,0,8,21,9,13
2021/01/27,0700 UTC,0,14,3,20,4
2021/01/27,0800 UTC,0,14,9,19,6
2021/01/27,0900 UTC,0,4,15,7,19
2021/01/27,1000 UTC,0,5,15,5,19
2021/01/27,1100 UTC,0,4,15,9,21
2021/01/27,1200 UTC,0,15,2,22,4
2021/01/27,1300 UTC,0,14,9,24,4
2021/01/27,1400 UTC,0,7,14,6,25
2021/01/27,1500 UTC,0,3,14,6,26
2021/01/27,1600 UTC,0,6,13,27,2
2021/01/27,1700 UTC,0,6,12,1,27
2021/01/27,1800 UTC,0,13,4,27,14
2021/01/27,1900 UTC,0,1,13,7,28
2021/01/27,2000 UTC,0,11,2,27,1
2021/01/27,2100 UTC,0,6,10,2,26
2021/01/27,2200 UTC,0,12,26,8,12
2021/01/27,2300 UTC,0,11,2,23,7
2021/01/28,0000 UTC,0,4,24,2,13
2021/01/28,0100 UTC,0,12,6,22,4
2021/01/28,0200 UTC,0,12,22,6,12
2021/01/28,0300 UTC,0,11,5,21,3
2021/01/28,0400 UTC,0,11,7,21,1
2021/01/28,0500 UTC,0,11,9,20,3
2021/01/28,0600 UTC,0,12,2,19,7
2021/01/28,0700 UTC,0,12,6,19,12
2021/01/28,0800 UTC,0,12,8,18,3
2021/01/28,0900 UTC,0,13,18,9,13
2021/01/28,1000 UTC,0,13,4,17,9
2021/01/28,1100 UTC,0,2,13,2,21
2021/01/28,1200 UTC,0,5,13,7,24
2021/01/28,1300 UTC,0,13,5,25,5
2021/01/28,1400 UTC,0,4,13,27,3
2021/01/28,1500 UTC,0,5,11,28,4
2021/01/28,1600 UTC,0,7,11,29,8
2021/01/28,1700 UTC,0,6,11,6,30
2021/01/28,1800 UTC,0,8,13,28,6
2021/01/28,1900 UTC,0,12,2,29,4
2021/01/28,2000 UTC,0,11,31,2,12
2021/01/28,2100 UTC,0,8,29,2,11
2021/01/28,2200 UTC,0,10,9,25,1
2021/01/28,2300 UTC,0,11,3,24,8
2021/01/29,0000 UTC,0,12,4,24,2
2021/01/29,0100 UTC,0,13,7,23,2
2021/01/29,0200 UTC,0,13,3,22,8
2021/01/29,0300 UTC,0,12,9,22,5
2021/01/29,0400 UTC,0,22,5,8,12
2021/01/29,0500 UTC,0,12,2,21,12
2021/01/29,0600 UTC,0,12,3,20,2
2021/01/29,0700 UTC,0,12,5,19,7
2021/01/29,0800 UTC,0,13,2,20,1
2021/01/29,0900 UTC,0,9,20,8,13
2021/01/29,1000 UTC,0,14,3,19,8
2021/01/29,1100 UTC,0,9,15,21,4
2021/01/29,1200 UTC,0,7,15,8,22
2021/01/29,1300 UTC,0,8,16,24,7
2021/01/29,1400 UTC,0,16,5,26,5
2021/01/29,1500 UTC,0,8,15,3,26
2021/01/29,1600 UTC,0,7,14,4,27
2021/01/29,1700 UTC,0,13,31,15,3
2021/01/29,1800 UTC,0,9,13,5,28
2021/01/29,1900 UTC,0,4,13,3,29
2021/01/29,2000 UTC,0,2,14,5,28
2021/01/29,2100 UTC,0,8,13,2,26
2021/01/29,2200 UTC,0,8,13,8,25
2021/01/29,2300 UTC,0,14,7,24,4
2021/01/30,0000 UTC,0,13,9,5,14
2021/01/30,0100 UTC,0,24,6,14,7
2021/01/30,0200 UTC,0,5,23,4,15
2021/01/30,0300 UTC,0,7,23,15,7
2021/01/30,0400 UTC,0,15,7,22,4
2021/01/30,0500 UTC,0,15,2,22,4
2021/01/30,0600 UTC,0,2,22,9,15
2021/01/30,0700 UTC,0,15,3,21,5
2021/01/30,0800 UTC,0,6,21,15,6
2021/01/30,0900 UTC,0,8,21,9,15
2021/01/30,1000 UTC,0,9,16,20,9
2021/01/30,1100 UTC,0,6,16,6,21
2021/01/30,1200 UTC,0,8,16,8,23
2021/01/30,1300 UTC,0,5,16,4,24
2021/01/30,1400 UTC,0,4,17,4,26
2021/01/30,1500 UTC,0,15,3,27,5
2021/01/30,1600 UTC,0,8,14,1,27
2021/01/30,1700 UTC,0,1,15,6,28
2021/01/30,1800 UTC,0,1,14,5,29
2021/01/30,1900 UTC,0,12,7,30,1
2021/01/30,2000 UTC,0,8,13,29,8
2021/01/30,2100 UTC,0,9,13,27,8
2021/01/30,2200 UTC,0,14,2,9,14
2021/01/30,2300 UTC,0,14,7,7,14
2021/01/31,0000 UTC,0,9,25,14,7
2021/01/31,0100 UTC,0,3,25,15,7
2021/01/31,0200 UTC,0,6,24,15,2
2021/01/31,0300 UTC,0,5,23,14,58
2021/01/31,0400 UTC,0,13,8,22,7
2021/01/31,0500 UTC,0,13,6,22,4
2021/01/31,0600 UTC,0,13,4,22,2
2021/01/31,0700 UTC,0,13,7,21,4
2021/01/31,0800 UTC,0,14,2,20,4
2021/01/31,0900 UTC,0,8,20,8,14
2021/01/31,1000 UTC,0,15,7,19,8
2021/01/31,1100 UTC,0,15,8,20,9
2021/01/31,1200 UTC,0,7,25,9,16
2021/01/31,1300 UTC,0,16,3,2,17
2021/01/31,1400 UTC,0,7,15,8,26
2021/01/31,1500 UTC,0,7,15,1,27
2021/01/31,1600 UTC,0,7,15,27,5
2021/01/31,1700 UTC,0,3,31,8,17
2021/01/31,1800 UTC,0,14,1,29,15
2021/01/31,1900 UTC,0,5,15,29,5
2021/01/31,2000 UTC,0,6,15,5,28
2021/01/31,2100 UTC,0,5,15,9,27
2021/01/31,2200 UTC,0,3,27,4,15
2021/01/31,2300 UTC,0,15,9,25,3
2021/02/01,0000 UTC,0,15,8,24,4
2021/02/01,0100 UTC,0,24,4,15,8
2021/02/01,0200 UTC,0,1,23,9,15
2021/02/01,0300 UTC,0,14,3,22,9
2021/02/01,0400 UTC,0,14,23,4,14
2021/02/01,0500 UTC,0,13,7,22,2
2021/02/01,0600 UTC,0,13,4,22,2
2021/02/01,0700 UTC,0,13,5,21,9
2021/02/01,0800 UTC,0,13,6,5,13
2021/02/01,0900 UTC,0,1,14,6,21
2021/02/01,1000 UTC,0,7,15,7,21
2021/02/01,1100 UTC,0,4,15,4,21
2021/02/01,1200 UTC,0,9,16,1,22
2021/02/01,1300 UTC,0,15,7,23,7
2021/02/01,1400 UTC,0,9,16,2,25
2021/02/01,1500 UTC,0,6,16,1,24
2021/02/01,1600 UTC,0,2,15,3,26
2021/02/01,1700 UTC,0,1,15,27,6
2021/02/01,1800 UTC,0,13,1,27,9
2021/02/01,1900 UTC,0,9,13,4,27
2021/02/01,2000 UTC,0,13,7,27,4
2021/02/01,2100 UTC,0,9,14,25,8
2021/02/01,2200 UTC,0,9,15,24,8
2021/02/01,2300 UTC,0,15,8,3,15
2021/02/02,0000 UTC,0,15,8,23,8
2021/02/02,0100 UTC,0,2,22,2,15
2021/02/02,0200 UTC,0,1,23,3,16
2021/02/02,0300 UTC,0,15,6,22,9
2021/02/02,0400 UTC,0,15,5,22,15
2021/02/02,0500 UTC,0,6,21,15,4
2021/02/02,0600 UTC,0,7,21,1,16
2021/02/02,0700 UTC,0,16,4,19,3
2021/02/02,0800 UTC,0,16,20,7,16
2021/02/02,0900 UTC,0,15,9,18,4
2021/02/02,1000 UTC,0,3,16,3,20
2021/02/02,1100 UTC,0,2,16,2,21
2021/02/02,1200 UTC,0,16,1,23,2
2021/02/02,1300 UTC,0,2,27,17,4
2021/02/02,1400 UTC,0,16,29,6,17
2021/02/02,1500 UTC,0,9,30,16,3
2021/02/02,1600 UTC,0,15,4,28,2
2021/02/02,1700 UTC,0,2,14,28,6
2021/02/02,1800 UTC,0,9,15,3,28
2021/02/02,1900 UTC,0,1,16,2,28
2021/02/02,2000 UTC,0,12,6,27,6
2021/02/02,2100 UTC,0,3,13,1,27
2021/02/02,2200 UTC,0,2,15,3,26
2021/02/02,2300 UTC,0,16,1,25,5
2021/02/03,0000 UTC,0,25,6,16,6
2021/02/03,0100 UTC,0,4,25,16,5
2021/02/03,0200 UTC,0,2,24,8,16
2021/02/03,0300 UTC,0,16,3,4,16
2021/02/03,0400 UTC,0,2,23,16,3
2021/02/03,0500 UTC,0,15,8,22,5
2021/02/03,0600 UTC,0,15,8,22,5
2021/02/03,0700 UTC,0,22,7,15,9
2021/02/03,0800 UTC,0,9,22,5,16
2021/02/03,0900 UTC,0,21,6,16,15
2021/02/03,1000 UTC,0,16,3,21,2
2021/02/03,1100 UTC,0,3,16,2,21
2021/02/03,1200 UTC,0,16,9,22,9
2021/02/03,1300 UTC,0,1,17,5,25
2021/02/03,1400 UTC,0,17,29,18,2
2021/02/03,1500 UTC,0,1,17,7,27
2021/02/03,1600 UTC,0,14,7,27,1
2021/02/03,1700 UTC,0,8,15,4,28
2021/02/03,1800 UTC,0,5,14,8,29
2021/02/03,1900 UTC,0,9,14,8,28
2021/02/03,2000 UTC,0,14,6,28,5
2021/02/03,2100 UTC,0,9,14,3,27
2021/02/03,2200 UTC,0,8,14,9,26
2021/02/03,2300 UTC,0,15,1,2,15
2021/02/04,0000 UTC,0,15,3,25,4
2021/02/04,0100 UTC,0,15,4,24,7
2021/02/04,0200 UTC,0,15,3,24,1
2021/02/04,0300 UTC,0,15,3,23,7
2021/02/04,0400 UTC,0,15,3,23,3
2021/02/04,0500 UTC,0,5,23,8,15
2021/02/04,0600 UTC,0,15,4,22,1
2021/02/04,0700 UTC,0,22,9,15,6
2021/02/04,0800 UTC,0,15,7,3,15
2021/02/04,0900 UTC,0,8,16,4,20
2021/02/04,1000 UTC,0,1,16,1,20
2021/02/04,1100 UTC,0,4,16,5,22
2021/02/04,1200 UTC,0,7,16,24,17
2021/02/04,1300 UTC,0,1,16,6,25
2021/02/04,1400 UTC,0,15,8,27,1
2021/02/04,1500 UTC,0,7,17,7,27
2021/02/04,1600 UTC,0,2,16,3,29
2021/02/04,1700 UTC,0,5,17,2,28
2021/02/04,1800 UTC,0,2,17,7,28
2021/02/04,1900 UTC,0,5,16,9,28
2021/02/04,2000 UTC,0,7,17,7,29
2021/02/04,2100 UTC,0,16,7,29,18
2021/02/04,2200 UTC,0,9,16,26,9
2021/02/04,2300 UTC,0,17,27,2,17
2021/02/05,0000 UTC,,6,18,8,24
2021/02/05,0100 UTC,42,20,8,24,6
2021/02/05,0200 UTC,1,19,7,20,8
2021/02/05,0300 UTC,,2,18,1,20
2021/02/05,0400 UTC,0,20,2,18,7
2021/02/05,0500 UTC,,7,18,8,19
2021/02/05,0600 UTC,0,17,9,19,4
2021/02/05,0700 UTC,0,18,1,19,3
2021/02/05,0800 UTC,0,18,19,4,18
2021/02/05,0900 UTC,0,18,4,5,18
2021/02/05,1000 UTC,0,4,18,5,19
2021/02/05,1100 UTC,,6,18,8,20
2021/02/05,1200 UTC,8,19,5,4,19
2021/02/05,1300 UTC,,21,8,8,21
2021/02/05,1400 UTC,0,19,21,20,1
2021/02/05,1500 UTC,14,20,7,21,20
2021/02/05,1600 UTC,0,4,21,8,20
2021/02/05,1700 UTC,0,6,24,1,21
2021/02/05,1800 UTC,1,7,20,8,22
2021/02/05,1900 UTC,,21,2,22,2
2021/02/05,2000 UTC,0,5,19,8,22
2021/02/05,2100 UTC,0,9,18,5,20
2021/02/05,2200 UTC,,20,7,20,9
2021/02/05,2300 UTC,2,18,9,20,4
2021/02/06,0000 UTC,1,19,20,8,19
2021/02/06,0100 UTC,1,3,18,9,20
2021/02/06,0200 UTC,,1,18,5,20
2021/02/06,0300 UTC,0,18,20,5,18
2021/02/06,0400 UTC,0,18,2,19,5
2021/02/06,0500 UTC,,1,18,1,19
2021/02/06,0600 UTC,0,7,20,18,8
2021/02/06,0700 UTC,0,18,5,19,8
2021/02/06,0800 UTC,0,18,4,19,8
2021/02/06,0900 UTC,0,7,18,8,19
2021/02/06,1000 UTC,,19,9,20,19
2021/02/06,1100 UTC,,20,18,1,19
2021/02/06,1200 UTC,0,5,18,5,20
2021/02/06,1300 UTC,0,19,7,20,4
2021/02/06,1400 UTC,0,4,23,8,19
2021/02/06,1500 UTC,,2,19,3,21
2021/02/06,1600 UTC,,23,2,23,4
2021/02/06,1700 UTC,0,5,19,4,22
2021/02/06,1800 UTC,0,8,19,1,22
2021/02/06,1900 UTC,0,4,19,5,22
2021/02/06,2000 UTC,0,4,19,4,22
2021/02/06,2100 UTC,,21,3,22,4
2021/02/06,2200 UTC,3,20,4,21,3
2021/02/06,2300 UTC,1,2,17,4,19
2021/02/07,0000 UTC,0,5,19,17,6
2021/02/07,0100 UTC,0,19,1,17,6
2021/02/07,0200 UTC,,18,1,19,18
2021/02/07,0300 UTC,4,18,1,19,4
2021/02/07,0400 UTC,4,1,17,5,19
2021/02/07,0500 UTC,3,17,9,19,17
2021/02/07,0600 UTC,0,2,17,3,19
2021/02/07,0700 UTC,0,18,19,2,18
2021/02/07,0800 UTC,0,18,19,1,18
2021/02/07,0900 UTC,,19,5,19,5
2021/02/07,1000 UTC,,19,4,19,6
2021/02/07,1100 UTC,9,19,4,19,5
2021/02/07,1200 UTC,29,19,4,19,5
2021/02/07,1300 UTC,6,20,6,20,6
2021/02/07,1400 UTC,0,8,20,9,20
2021/02/07,1500 UTC,3,20,4,21,8
2021/02/07,1600 UTC,3,20,4,20,6
2021/02/07,1700 UTC,3,18,5,19,9
2021/02/07,1800 UTC,24,19,17,2,19
2021/02/07,1900 UTC,15,18,6,19,2
2021/02/07,2000 UTC,30,8,16,7,17
2021/02/07,2100 UTC,9,4,16,8,17
2021/02/07,2200 UTC,3,5,16,5,17
2021/02/07,2300 UTC,1,5,16,6,17
2021/02/08,0000 UTC,4,16,5,17,5
2021/02/08,0100 UTC,2,9,16,9,17
2021/02/08,0200 UTC,3,8,16,9,17
2021/02/08,0300 UTC,1,9,16,9,17
2021/02/08,0400 UTC,,9,16,9,17
2021/02/08,0500 UTC,,7,16,17,7
2021/02/08,0600 UTC,0,16,2,17,3
2021/02/08,0700 UTC,,6,16,6,17
2021/02/08,0800 UTC,1,2,16,17,2
2021/02/08,0900 UTC,,7,15,2,16
2021/02/08,1000 UTC,0,5,16,6,16
2021/02/08,1100 UTC,0,4,16,6,17
2021/02/08,1200 UTC,0,16,9,19,2
2021/02/08,1300 UTC,0,16,1,20,3
2021/02/08,1400 UTC,0,17,22,17,15
2021/02/08,1500 UTC,0,4,16,6,21
2021/02/08,1600 UTC,0,15,23,9,17
2021/02/08,1700 UTC,0,8,16,22,4
2021/02/08,1800 UTC,0,9,15,1,23
2021/02/08,1900 UTC,0,1,15,4,23
2021/02/08,2000 UTC,0,15,5,23,16
2021/02/08,2100 UTC,0,8,14,7,21
2021/02/08,2200 UTC,0,15,21,5,15
2021/02/08,2300 UTC,0,15,5,19,7
2021/02/09,0000 UTC,0,15,8,19,3
2021/02/09,0100 UTC,0,15,5,18,9
2021/02/09,0200 UTC,0,15,2,18,9
2021/02/09,0300 UTC,0,15,5,1,15
2021/02/09,0400 UTC,0,15,3,18,2
2021/02/09,0500 UTC,0,15,3,17,9
2021/02/09,0600 UTC,0,15,1,18,1
2021/02/09,0700 UTC,0,15,5,17,9
2021/02/09,0800 UTC,0,15,5,17,6
2021/02/09,0900 UTC,0,15,2,17,15
2021/02/09,1000 UTC,0,1,15,3,18
2021/02/09,1100 UTC,0,1,15,18,8
2021/02/09,1200 UTC,0,16,8,19,1
2021/02/09,1300 UTC,0,8,15,20,8
2021/02/09,1400 UTC,0,8,23,5,17
2021/02/09,1500 UTC,0,15,25,17,8
2021/02/09,1600 UTC,0,2,15,6,24
2021/02/09,1700 UTC,0,16,1,24,7
2021/02/09,1800 UTC,0,16,5,5,17
2021/02/09,1900 UTC,0,3,16,9,24
2021/02/09,2000 UTC,0,1,17,3,23
2021/02/09,2100 UTC,0,7,16,1,22
2021/02/09,2200 UTC,0,8,16,7,21
2021/02/09,2300 UTC,0,7,21,16,8
2021/02/10,0000 UTC,0,16,8,4,16
2021/02/10,0100 UTC,0,16,8,20,3
2021/02/10,0200 UTC,0,6,20,8,16
2021/02/10,0300 UTC,0,16,7,2,17
2021/02/10,0400 UTC,0,16,5,4,16
2021/02/10,0500 UTC,0,16,2,19,3
2021/02/10,0600 UTC,0,15,9,18,7
2021/02/10,0700 UTC,0,16,19,7,16
2021/02/10,0800 UTC,0,16,1,2,16
2021/02/10,0900 UTC,0,8,16,18,6
2021/02/10,1000 UTC,0,18,8,16,2
2021/02/10,1100 UTC,0,16,8,20,17
2021/02/10,1200 UTC,0,17,5,21,7
2021/02/10,1300 UTC,0,1,17,9,23
2021/02/10,1400 UTC,0,26,2,18,5
2021/02/10,1500 UTC,0,16,1,24,5
2021/02/10,1600 UTC,0,7,16,9,25
2021/02/10,1700 UTC,0,16,8,27,3
2021/02/10,1800 UTC,0,7,16,3,27
2021/02/10,1900 UTC,0,4,15,5,27
2021/02/10,2000 UTC,0,16,1,25,9
2021/02/10,2100 UTC,0,8,17,9,21
2021/02/10,2200 UTC,0,17,3,20,3
2021/02/10,2300 UTC,0,2,21,17,8
2021/02/11,0000 UTC,0,17,3,19,8
2021/02/11,0100 UTC,0,17,6,21,9
2021/02/11,0200 UTC,0,17,8,21,5
2021/02/11,0300 UTC,0,17,6,21,17
2021/02/11,0400 UTC,0,17,3,20,7
2021/02/11,0500 UTC,0,16,8,20,4
2021/02/11,0600 UTC,0,16,4,20,2
2021/02/11,0700 UTC,0,16,2,20,16
2021/02/11,0800 UTC,0,1,20,8,16
2021/02/11,0900 UTC,0,1,20,8,16
2021/02/11,1000 UTC,0,16,7,19,8
2021/02/11,1100 UTC,0,4,17,4,21
2021/02/11,1200 UTC,0,17,9,23,4
2021/02/11,1300 UTC,0,1,18,4,24
2021/02/11,1400 UTC,0,8,28,3,18
2021/02/11,1500 UTC,0,3,28,6,18
2021/02/11,1600 UTC,0,16,8,27,9
2021/02/11,1700 UTC,0,18,6,26,4
2021/02/11,1800 UTC,0,3,17,1,25
2021/02/11,1900 UTC,0,17,8,24,5
2021/02/11,2000 UTC,0,16,4,23,9
2021/02/11,2100 UTC,0,3,17,3,23
2021/02/11,2200 UTC,0,8,17,6,22
2021/02/11,2300 UTC,3,9,18,9,20
2021/02/12,0000 UTC,3,6,19,8,20
2021/02/12,0100 UTC,3,5,19,7,20
2021/02/12,0200 UTC,,5,19,6,20
2021/02/12,0300 UTC,2,19,20,4,19
2021/02/12,0400 UTC,,18,7,20,19
2021/02/12,0500 UTC,0,18,4,8,18
2021/02/12,0600 UTC,0,18,3,19,6
2021/02/12,0700 UTC,0,18,1,7,18
2021/02/12,0800 UTC,0,18,20,18,2
2021/02/12,0900 UTC,,19,9,20,19
2021/02/12,1000 UTC,0,18,20,9,18
2021/02/12,1100 UTC,0,18,1,20,18
2021/02/12,1200 UTC,,20,9,21,20
2021/02/12,1300 UTC,0,3,19,3,20
2021/02/12,1400 UTC,0,8,19,22,3
2021/02/12,1500 UTC,0,8,19,23,8
2021/02/12,1600 UTC,0,9,18,24,3
2021/02/12,1700 UTC,0,6,18,6,24
2021/02/12,1800 UTC,0,19,1,22,19
2021/02/12,1900 UTC,1,4,19,21,4
2021/02/12,2000 UTC,,19,8,21,4
2021/02/12,2100 UTC,0,3,19,6,21
2021/02/12,2200 UTC,0,3,19,21,1
2021/02/12,2300 UTC,0,5,18,6,21
2021/02/13,0000 UTC,0,18,5,21,18
2021/02/13,0100 UTC,0,4,18,5,21
2021/02/13,0200 UTC,0,3,18,5,21
2021/02/13,0300 UTC,0,18,1,21,1
2021/02/13,0400 UTC,0,18,21,8,18
2021/02/13,0500 UTC,0,18,20,3,18
2021/02/13,0600 UTC,0,17,8,20,17
2021/02/13,0700 UTC,0,17,6,20,1
2021/02/13,0800 UTC,0,17,5,20,1
2021/02/13,0900 UTC,0,17,3,19,8
2021/02/13,1000 UTC,0,2,17,2,19
2021/02/13,1100 UTC,0,4,18,4,20
2021/02/13,1200 UTC,,23,18,1,21
2021/02/13,1300 UTC,0,6,24,19,17
2021/02/13,1400 UTC,0,8,26,1,16
2021/02/13,1500 UTC,0,3,26,2,19
2021/02/13,1600 UTC,0,4,19,3,25
2021/02/13,1700 UTC,0,5,18,5,24
2021/02/13,1800 UTC,0,2,26,9,19
2021/02/13,1900 UTC,0,18,5,24,7
2021/02/13,2000 UTC,0,7,18,8,24
2021/02/13,2100 UTC,0,18,25,19,1
2021/02/13,2200 UTC,0,6,18,2,22
2021/02/13,2300 UTC,0,18,1,22,9
2021/02/14,0000 UTC,0,8,23,7,18
2021/02/14,0100 UTC,6,18,4,18,4
2021/02/14,0200 UTC,1,9,18,2,19
2021/02/14,0300 UTC,5,18,6,19,9
2021/02/14,0400 UTC,,18,6,19,9
2021/02/14,0500 UTC,9,9,18,19,8
2021/02/14,0600 UTC,4,5,18,9,19
2021/02/14,0700 UTC,4,4,18,6,19
2021/02/14,0800 UTC,1,5,18,5,19
2021/02/14,0900 UTC,,19,1,19,5
2021/02/14,1000 UTC,0,3,18,5,19
2021/02/14,1100 UTC,0,19,20,3,19
2021/02/14,1200 UTC,0,2,19,20,3
2021/02/14,1300 UTC,0,9,22,1,19
2021/02/14,1400 UTC,,23,7,24,4
2021/02/14,1500 UTC,0,7,18,8,23
2021/02/14,1600 UTC,0,2,18,5,25
2021/02/14,1700 UTC,4,23,6,26,3
2021/02/14,1800 UTC,1,21,7,24,8
2021/02/14,1900 UTC,,1,20,1,21
2021/02/14,2000 UTC,0,4,20,1,23
2021/02/14,2100 UTC,0,1,20,4,22
2021/02/14,2200 UTC,0,7,19,1,21
2021/02/14,2300 UTC,0,2,20,8,18
2021/02/15,0000 UTC,0,18,5,20,4
2021/02/15,0100 UTC,0,1,21,19,2
2021/02/15,0200 UTC,0,21,20,18,4
2021/02/15,0300 UTC,0,20,8,19,18
2021/02/15,0400 UTC,0,18,9,20,2
2021/02/15,0500 UTC,0,20,5,18,9
2021/02/15,0600 UTC,0,9,20,1,18
2021/02/15,0700 UTC,0,18,9,20,2
2021/02/15,0800 UTC,0,19,1,20,2
2021/02/15,0900 UTC,0,3,19,20,2
2021/02/15,1000 UTC,0,3,20,20,3
2021/02/15,1100 UTC,0,19,8,2,20
2021/02/15,1200 UTC,0,5,19,5,21
2021/02/15,1300 UTC,0,6,19,6,22
2021/02/15,1400 UTC,0,19,4,22,4
2021/02/15,1500 UTC,0,5,19,6,23
2021/02/15,1600 UTC,0,3,19,8,23
2021/02/15,1700 UTC,0,1,17,7,25
2021/02/15,1800 UTC,0,7,19,7,26
2021/02/15,1900 UTC,,27,3,9,26
2021/02/15,2000 UTC,0,19,2,26,19
2021/02/15,2100 UTC,0,17,2,25,6
2021/02/15,2200 UTC,0,2,18,8,23
2021/02/15,2300 UTC,0,9,24,7,19
2021/02/16,0000 UTC,0,18,7,22,5
2021/02/16,0100 UTC,0,18,8,22,5
2021/02/16,0200 UTC,0,18,8,21,7
2021/02/16,0300 UTC,0,18,6,22,2
2021/02/16,0400 UTC,0,22,4,18,6
2021/02/16,0500 UTC,,19,22,2,19
2021/02/16,0600 UTC,,6,19,20,6
2021/02/16,0700 UTC,0,18,9,20,4
2021/02/16,0800 UTC,0,18,9,20,2
2021/02/16,0900 UTC,0,9,20,4,19
2021/02/16,1000 UTC,0,19,20,1,19
2021/02/16,1100 UTC,0,18,7,20,5
2021/02/16,1200 UTC,0,9,20,21,20
2021/02/16,1300 UTC,,22,2,9,21
2021/02/16,1400 UTC,,24,6,25,1
2021/02/16,1500 UTC,0,21,1,24,4
2021/02/16,1600 UTC,0,3,19,4,26
2021/02/16,1700 UTC,0,5,20,5,26
2021/02/16,1800 UTC,0,2,19,4,28
2021/02/16,1900 UTC,0,9,20,5,26
2021/02/16,2000 UTC,0,4,18,27,20
2021/02/16,2100 UTC,0,4,18,5,26
2021/02/16,2200 UTC,0,4,18,24,4
2021/02/16,2300 UTC,0,18,3,23,5
2021/02/17,0000 UTC,0,17,3,5,18
2021/02/17,0100 UTC,,1,18,6,22
2021/02/17,0200 UTC,,9,19,1,21
2021/02/17,0300 UTC,,19,4,20,8
2021/02/17,0400 UTC,0,21,1,19,4
2021/02/17,0500 UTC,,9,18,5,19
2021/02/17,0600 UTC,,17,6,19,4
2021/02/17,0700 UTC,0,17,6,19,1
2021/02/17,0800 UTC,15,6,19,9,17
2021/02/17,0900 UTC,1,17,4,18,6
2021/02/17,1000 UTC,,19,1,19,2
2021/02/17,1100 UTC,0,5,19,19,1
2021/02/17,1200 UTC,0,4,18,21,3
2021/02/17,1300 UTC,0,7,18,21,8
2021/02/17,1400 UTC,0,8,19,8,22
2021/02/17,1500 UTC,0,8,19,3,23
2021/02/17,1600 UTC,0,3,20,25,2
2021/02/17,1700 UTC,0,18,7,25,4
2021/02/17,1800 UTC,0,8,19,2,26
2021/02/17,1900 UTC,0,5,18,7,26
2021/02/17,2000 UTC,0,20,1,26,4
2021/02/17,2100 UTC,0,19,3,24,8
2021/02/17,2200 UTC,0,7,18,8,22
2021/02/17,2300 UTC,0,18,7,1,19
