Data,Hora UTC,PRECIPITACAO TOTAL,TEMPERATURA MAXIMA,TEMPERATURA MINIMA,UMIDADE REL MAX,UMIDADE REL MIN
2021/07/16,0400 UTC,0,8,17,4,12
2021/07/16,0500 UTC,0,16,9,12,11
2021/07/16,0600 UTC,0,7,16,3,12
2021/07/16,0700 UTC,0,11,9,14,7
2021/07/16,0800 UTC,0,11,4,14,2
2021/07/16,0900 UTC,0,11,6,13,7
2021/07/16,1000 UTC,0,2,11,4,13
2021/07/16,1100 UTC,0,12,3,14,2
2021/07/16,1200 UTC,0,5,12,5,16
2021/07/16,1300 UTC,0,5,11,8,21
2021/07/16,1400 UTC,0,3,25,5,11
2021/07/16,1500 UTC,0,26,8,10,4
2021/07/16,1600 UTC,0,9,8,3,25
2021/07/16,1700 UTC,0,4,28,4,9
2021/07/16,1800 UTC,0,7,7,4,27
2021/07/16,1900 UTC,0,6,27,4,8
2021/07/16,2000 UTC,0,7,2,24,6
2021/07/16,2100 UTC,0,9,7,6,20
2021/07/16,2200 UTC,0,8,5,20,9
2021/07/16,2300 UTC,0,9,6,20,9
2021/07/17,0000 UTC,0,9,1,4,9
2021/07/17,0100 UTC,0,9,6,20,4
2021/07/17,0200 UTC,0,10,2,19,4
2021/07/17,0300 UTC,0,10,9,17,2
2021/07/17,0400 UTC,0,19,18,1,10
2021/07/17,0500 UTC,0,18,3,4,10
2021/07/17,0600 UTC,0,11,1,15,4
2021/07/17,0700 UTC,0,3,17,5,11
2021/07/17,0800 UTC,0,4,17,11,6
2021/07/17,0900 UTC,0,7,17,3,11
2021/07/17,1000 UTC,0,7,11,7,15
2021/07/17,1100 UTC,0,4,12,5,16
2021/07/17,1200 UTC,0,3,12,6,17
2021/07/17,1300 UTC,0,3,10,5,20
2021/07/17,1400 UTC,0,7,9,24,11
2021/07/17,1500 UTC,0,5,8,6,25
2021/07/17,1600 UTC,0,5,7,7,27
2021/07/17,1700 UTC,0,9,7,8,27
2021/07/17,1800 UTC,0,8,6,7,27
2021/07/17,1900 UTC,0,7,29,6,7
2021/07/17,2000 UTC,0,6,8,26,5
2021/07/17,2100 UTC,0,7,26,8,3
2021/07/17,2200 UTC,0,4,24,7,8
2021/07/17,2300 UTC,0,7,7,22,8
2021/07/18,0000 UTC,0,5,22,8,6
2021/07/18,0100 UTC,0,9,21,9,1
2021/07/18,0200 UTC,0,9,7,18,6
2021/07/18,0300 UTC,0,6,18,8,10
2021/07/18,0400 UTC,0,9,18,6,10
2021/07/18,0500 UTC,0,9,9,17,2
2021/07/18,0600 UTC,0,10,1,16,9
2021/07/18,0700 UTC,0,10,3,16,4
2021/07/18,0800 UTC,0,10,4,16,1
2021/07/18,0900 UTC,0,11,16,4,11
2021/07/18,1000 UTC,0,5,11,15,1
2021/07/18,1100 UTC,0,5,11,5,15
2021/07/18,1200 UTC,0,2,11,4,18
2021/07/18,1300 UTC,0,1,10,22,3
2021/07/18,1400 UTC,0,3,10,24,4
2021/07/18,1500 UTC,0,9,8,1,26
2021/07/18,1600 UTC,0,7,9,4,27
2021/07/18,1700 UTC,0,9,6,28,9
2021/07/18,1800 UTC,0,7,7,7,28
2021/07/18,1900 UTC,0,5,7,6,27
2021/07/18,2000 UTC,0,8,4,25,9
2021/07/18,2100 UTC,0,8,8,24,8
2021/07/18,2200 UTC,0,8,6,24,7
2021/07/18,2300 UTC,0,9,1,24,6
2021/07/19,0000 UTC,0,9,8,7,9
2021/07/19,0100 UTC,0,10,8,22,7
2021/07/19,0200 UTC,0,11,5,22,3
2021/07/19,0300 UTC,0,11,7,21,6
2021/07/19,0400 UTC,0,11,4,20,9
2021/07/19,0500 UTC,0,11,1,20,4
2021/07/19,0600 UTC,0,11,2,19,8
2021/07/19,0700 UTC,0,9,6,19,1
2021/07/19,0800 UTC,0,8,9,18,2
2021/07/19,0900 UTC,0,7,4,18,8
2021/07/19,1000 UTC,0,1,6,3,17
2021/07/19,1100 UTC,0,9,5,9,18
2021/07/19,1200 UTC,0,9,4,20,3
2021/07/19,1300 UTC,0,4,3,6,21
2021/07/19,1400 UTC,0,9,-1,3,22
2021/07/19,1500 UTC,0,9,-4,24,7
2021/07/19,1600 UTC,0,7,-4,1,25
2021/07/19,1700 UTC,0,4,-5,1,26
2021/07/19,1800 UTC,0,2,27,7,-2
2021/07/19,1900 UTC,0,-6,27,2,-3
2021/07/19,2000 UTC,0,4,-4,2,24
2021/07/19,2100 UTC,0,9,-6,4,21
2021/07/19,2200 UTC,0,-9,1,20,7
2021/07/19,2300 UTC,0,6,20,-6,6
2021/07/20,0000 UTC,0,-6,18,5,-5
2021/07/20,0100 UTC,0,4,18,9,-5
2021/07/20,0200 UTC,0,-4,2,15,6
2021/07/20,0300 UTC,0,-3,3,13,9
2021/07/20,0400 UTC,0,14,4,-2,3
2021/07/20,0500 UTC,0,5,14,6,1
2021/07/20,0600 UTC,0,1,4,10,1
2021/07/20,0700 UTC,0,,8,8,2
2021/07/20,0800 UTC,0,1,8,6,
2021/07/20,0900 UTC,0,1,1,7,8
2021/07/20,1000 UTC,0,7,1,1,8
2021/07/20,1100 UTC,0,-,9,10,5
2021/07/20,1200 UTC,0,4,-1,4,15
2021/07/20,1300 UTC,0,9,-1,9,18
2021/07/20,1400 UTC,0,-,1,5,
2021/07/20,1500 UTC,0,6,2,2,20
2021/07/20,1600 UTC,0,9,4,2,22
2021/07/20,1700 UTC,0,5,3,9,23
2021/07/20,1800 UTC,0,5,3,3,23
2021/07/20,1900 UTC,0,2,4,2,23
2021/07/20,2000 UTC,0,3,6,22,2
2021/07/20,2100 UTC,0,6,4,20,5
2021/07/20,2200 UTC,0,7,4,19,4
2021/07/20,2300 UTC,0,7,5,18,7
2021/07/21,0000 UTC,0,6,6,18,2
2021/07/21,0100 UTC,0,7,1,17,5
2021/07/21,0200 UTC,0,7,7,17,1
2021/07/21,0300 UTC,0,8,5,16,7
2021/07/21,0400 UTC,0,8,5,16,8
2021/07/21,0500 UTC,0,9,16,5,9
2021/07/21,0600 UTC,0,9,6,15,1
2021/07/21,0700 UTC,0,10,1,15,1
2021/07/21,0800 UTC,0,15,4,10,1
2021/07/21,0900 UTC,0,10,3,14,7
2021/07/21,1000 UTC,0,1,10,2,14
2021/07/21,1100 UTC,0,3,10,4,15
2021/07/21,1200 UTC,0,2,10,3,16
2021/07/21,1300 UTC,0,11,1,18,2
2021/07/21,1400 UTC,0,6,11,6,20
2021/07/21,1500 UTC,0,5,10,22,2
2021/07/21,1600 UTC,0,3,26,3,12
2021/07/21,1700 UTC,0,8,2,6,10
2021/07/21,1800 UTC,0,1,7,3,25
2021/07/21,1900 UTC,0,7,7,2,26
2021/07/21,2000 UTC,0,9,7,23,8
2021/07/21,2100 UTC,0,9,11,8,20
2021/07/21,2200 UTC,0,12,3,19,3
2021/07/21,2300 UTC,0,4,19,12,4
2021/07/22,0000 UTC,0,12,3,4,12
2021/07/22,0100 UTC,0,12,2,17,2
2021/07/22,0200 UTC,0,12,3,16,5
2021/07/22,0300 UTC,0,12,3,16,3
2021/07/22,0400 UTC,0,12,1,16,5
2021/07/22,0500 UTC,0,16,8,12,1
2021/07/22,0600 UTC,0,7,16,1,11
2021/07/22,0700 UTC,0,11,5,16,1
2021/07/22,0800 UTC,0,11,5,15,1
2021/07/22,0900 UTC,0,11,1,14,5
2021/07/22,1000 UTC,0,1,15,5,11
2021/07/22,1100 UTC,0,11,4,14,9
2021/07/22,1200 UTC,0,7,11,9,16
2021/07/22,1300 UTC,0,11,6,18,7
2021/07/22,1400 UTC,0,2,11,1,19
2021/07/22,1500 UTC,0,6,10,3,21
2021/07/22,1600 UTC,0,1,11,2,22
2021/07/22,1700 UTC,0,4,9,4,22
2021/07/22,1800 UTC,0,4,10,23,10
2021/07/22,1900 UTC,0,9,9,21,9
2021/07/22,2000 UTC,0,9,3,20,3
2021/07/22,2100 UTC,0,9,8,5,18
2021/07/22,2200 UTC,0,9,1,8,9
2021/07/22,2300 UTC,0,9,1,17,2
2021/07/23,0000 UTC,0,9,3,16,5
2021/07/23,0100 UTC,0,9,2,16,1
2021/07/23,0200 UTC,0,9,16,9,9
2021/07/23,0300 UTC,0,8,7,5,9
2021/07/23,0400 UTC,0,8,9,15,2
2021/07/23,0500 UTC,0,6,14,8,8
2021/07/23,0600 UTC,0,8,8,14,9
2021/07/23,0700 UTC,0,9,14,9,8
2021/07/23,0800 UTC,0,2,13,9,1
2021/07/23,0900 UTC,0,12,1,9,8
2021/07/23,1000 UTC,0,9,9,11,4
2021/07/23,1100 UTC,0,8,15,1,10
2021/07/23,1200 UTC,0,10,5,15,2
2021/07/23,1300 UTC,0,2,9,3,16
2021/07/23,1400 UTC,0,9,3,17,1
2021/07/23,1500 UTC,0,8,9,19,5
2021/07/23,1600 UTC,0,6,7,9,20
2021/07/23,1700 UTC,0,6,7,6,22
2021/07/23,1800 UTC,0,7,23,8,2
2021/07/23,1900 UTC,0,6,8,22,8
2021/07/23,2000 UTC,0,4,7,1,21
2021/07/23,2100 UTC,0,5,7,4,19
2021/07/23,2200 UTC,0,7,7,18,4
2021/07/23,2300 UTC,0,8,3,17,7
2021/07/24,0000 UTC,0,4,17,8,8
2021/07/24,0100 UTC,0,4,16,3,8
2021/07/24,0200 UTC,0,8,5,15,8
2021/07/24,0300 UTC,0,15,8,8,8
2021/07/24,0400 UTC,0,15,4,9,8
2021/07/24,0500 UTC,0,7,15,5,8
2021/07/24,0600 UTC,0,8,6,13,5
2021/07/24,0700 UTC,0,8,6,13,8
2021/07/24,0800 UTC,0,8,8,12,3
2021/07/24,0900 UTC,0,8,9,12,6
2021/07/24,1000 UTC,0,4,8,9,12
2021/07/24,1100 UTC,0,8,9,12,5
2021/07/24,1200 UTC,0,1,8,3,14
2021/07/24,1300 UTC,0,7,19,1,9
2021/07/24,1400 UTC,0,5,7,5,18
2021/07/24,1500 UTC,0,7,6,6,20
2021/07/24,1600 UTC,0,9,6,20,5
2021/07/24,1700 UTC,0,4,5,7,21
2021/07/24,1800 UTC,0,8,6,3,23
2021/07/24,1900 UTC,0,7,6,4,23
2021/07/24,2000 UTC,0,4,6,8,22
2021/07/24,2100 UTC,0,1,9,4,19
2021/07/24,2200 UTC,0,8,7,18,7
2021/07/24,2300 UTC,0,8,8,17,7
2021/07/25,0000 UTC,0,9,2,16,9
2021/07/25,0100 UTC,0,9,2,16,4
2021/07/25,0200 UTC,0,9,1,16,1
2021/07/25,0300 UTC,0,9,16,7,9
2021/07/25,0400 UTC,0,15,8,9,4
2021/07/25,0500 UTC,0,9,2,13,5
2021/07/25,0600 UTC,0,9,1,11,5
2021/07/25,0700 UTC,0,13,5,9,3
2021/07/25,0800 UTC,0,9,1,12,5
2021/07/25,0900 UTC,0,4,13,6,9
2021/07/25,1000 UTC,0,1,9,2,12
2021/07/25,1100 UTC,0,8,10,8,13
2021/07/25,1200 UTC,0,9,10,9,14
2021/07/25,1300 UTC,0,19,17,9,5
2021/07/25,1400 UTC,0,9,21,10,5
2021/07/25,1500 UTC,0,7,8,1,20
2021/07/25,1600 UTC,0,1,7,3,21
2021/07/25,1700 UTC,0,8,7,1,22
2021/07/25,1800 UTC,0,6,6,5,23
2021/07/25,1900 UTC,0,2,6,8,23
2021/07/25,2000 UTC,0,6,6,6,22
2021/07/25,2100 UTC,0,2,8,6,20
2021/07/25,2200 UTC,0,8,3,19,5
2021/07/25,2300 UTC,0,8,19,3,8
2021/07/26,0000 UTC,0,9,18,2,9
2021/07/26,0100 UTC,0,9,2,16,5
2021/07/26,0200 UTC,0,2,16,9,9
2021/07/26,0300 UTC,0,9,4,5,9
2021/07/26,0400 UTC,0,15,6,9,4
2021/07/26,0500 UTC,0,9,5,14,7
2021/07/26,0600 UTC,0,9,7,14,3
2021/07/26,0700 UTC,0,10,1,13,8
2021/07/26,0800 UTC,0,10,6,13,5
2021/07/26,0900 UTC,0,10,4,13,4
2021/07/26,1000 UTC,0,8,10,8,13
2021/07/26,1100 UTC,0,6,10,6,13
2021/07/26,1200 UTC,0,2,10,2,15
2021/07/26,1300 UTC,0,9,9,10,9
2021/07/26,1400 UTC,0,8,9,19,7
2021/07/26,1500 UTC,0,3,6,7,21
2021/07/26,1600 UTC,0,4,6,5,22
2021/07/26,1700 UTC,0,5,5,5,23
2021/07/26,1800 UTC,0,4,5,24,2
2021/07/26,1900 UTC,0,5,4,3,24
2021/07/26,2000 UTC,0,2,3,6,22
2021/07/26,2100 UTC,0,8,7,19,7
2021/07/26,2200 UTC,0,20,7,9,4
2021/07/26,2300 UTC,0,8,18,8,8
2021/07/27,0000 UTC,0,9,4,16,2
2021/07/27,0100 UTC,0,9,4,16,3
2021/07/27,0200 UTC,0,9,17,9,9
2021/07/27,0300 UTC,0,2,17,9,10
2021/07/27,0400 UTC,0,16,2,10,8
2021/07/27,0500 UTC,0,7,15,2,11
2021/07/27,0600 UTC,0,10,9,13,8
2021/07/27,0700 UTC,0,10,9,13,5
2021/07/27,0800 UTC,0,10,7,13,1
2021/07/27,0900 UTC,0,10,5,12,1
2021/07/27,1000 UTC,0,2,10,6,11
2021/07/27,1100 UTC,0,7,11,7,12
2021/07/27,1200 UTC,0,2,20,7,11
2021/07/27,1300 UTC,0,5,10,8,20
2021/07/27,1400 UTC,0,1,9,4,20
2021/07/27,1500 UTC,0,3,6,9,23
2021/07/27,1600 UTC,0,3,5,6,23
2021/07/27,1700 UTC,0,6,4,6,7
2021/07/27,1800 UTC,0,2,5,9,24
2021/07/27,1900 UTC,0,5,8,8,7
2021/07/27,2000 UTC,0,2,6,9,24
2021/07/27,2100 UTC,0,7,6,20,7
2021/07/27,2200 UTC,0,5,9,19,8
2021/07/27,2300 UTC,0,5,9,19,8
2021/07/28,0000 UTC,0,9,18,7,5
2021/07/28,0100 UTC,0,8,19,1,7
2021/07/28,0200 UTC,0,6,5,17,4
2021/07/28,0300 UTC,0,6,9,16,2
2021/07/28,0400 UTC,0,5,16,7,7
2021/07/28,0500 UTC,0,4,16,7,7
2021/07/28,0600 UTC,0,8,15,5,8
2021/07/28,0700 UTC,0,8,15,8,1
2021/07/28,0800 UTC,0,8,1,13,9
2021/07/28,0900 UTC,0,7,8,13,5
2021/07/28,1000 UTC,0,9,8,12,9
2021/07/28,1100 UTC,0,1,8,1,12
2021/07/28,1200 UTC,0,22,3,10,4
2021/07/28,1300 UTC,0,7,23,8,8
2021/07/28,1400 UTC,0,3,5,3,22
2021/07/28,1500 UTC,0,9,6,2,25
2021/07/28,1600 UTC,0,8,6,26,8
2021/07/28,1700 UTC,0,6,6,6,27
2021/07/28,1800 UTC,0,4,6,28,1
2021/07/28,1900 UTC,0,8,6,6,27
2021/07/28,2000 UTC,0,5,7,9,26
2021/07/28,2100 UTC,0,26,5,7,4
2021/07/28,2200 UTC,0,7,24,4,7
2021/07/28,2300 UTC,0,24,23,7,6
2021/07/29,0000 UTC,0,5,24,5,9
2021/07/29,0100 UTC,0,12,2,22,1
2021/07/29,0200 UTC,0,12,3,21,2
2021/07/29,0300 UTC,0,12,21,2,12
2021/07/29,0400 UTC,0,11,4,18,2
2021/07/29,0500 UTC,0,3,18,2,11
2021/07/29,0600 UTC,0,5,17,8,11
2021/07/29,0700 UTC,0,8,16,3,11
2021/07/29,0800 UTC,0,7,8,15,7
2021/07/29,0900 UTC,0,6,2,14,9
2021/07/29,1000 UTC,0,9,6,9,13
2021/07/29,1100 UTC,0,5,6,6,13
2021/07/29,1200 UTC,0,9,6,1,14
2021/07/29,1300 UTC,0,4,3,5,15
2021/07/29,1400 UTC,0,6,,17,1
2021/07/29,1500 UTC,0,2,-1,18,4
2021/07/29,1600 UTC,0,6,-2,2,20
2021/07/29,1700 UTC,0,5,-3,9,21
2021/07/29,1800 UTC,0,9,-6,3,21
2021/07/29,1900 UTC,0,-4,5,22,4
2021/07/29,2000 UTC,0,7,-3,20,7
2021/07/29,2100 UTC,0,9,-2,7,17
2021/07/29,2200 UTC,0,1,17,6,-2
2021/07/29,2300 UTC,0,-3,6,16,3
2021/07/30,0000 UTC,0,-2,4,15,2
2021/07/30,0100 UTC,0,-2,4,15,-2
2021/07/30,0200 UTC,0,-2,2,14,-2
2021/07/30,0300 UTC,0,-1,1,12,5
2021/07/30,0400 UTC,0,9,11,5,-2
2021/07/30,0500 UTC,0,1,9,9,7
2021/07/30,0600 UTC,0,10,1,2,1
2021/07/30,0700 UTC,0,,3,8,1
2021/07/30,0800 UTC,0,-,1,10,7
2021/07/30,0900 UTC,0,10,7,1,2
2021/07/30,1000 UTC,0,8,5,2,1
2021/07/30,1100 UTC,0,3,5,7,3
2021/07/30,1200 UTC,0,2,5,5,13
2021/07/30,1300 UTC,0,9,5,3,15
2021/07/30,1400 UTC,0,6,19,6,8
2021/07/30,1500 UTC,0,6,6,6,18
2021/07/30,1600 UTC,0,1,22,2,6
2021/07/30,1700 UTC,0,1,4,21,3
2021/07/30,1800 UTC,0,9,2,9,22
2021/07/30,1900 UTC,0,5,1,1,23
2021/07/30,2000 UTC,0,23,5,7,1
2021/07/30,2100 UTC,0,8,1,17,7
2021/07/30,2200 UTC,0,8,5,16,3
2021/07/30,2300 UTC,0,8,2,15,5
2021/07/31,0000 UTC,0,7,8,14,8
2021/07/31,0100 UTC,0,7,6,14,1
2021/07/31,0200 UTC,0,9,14,8,7
2021/07/31,0300 UTC,0,8,1,4,8
2021/07/31,0400 UTC,0,7,9,13,2
2021/07/31,0500 UTC,0,13,6,7,9
2021/07/31,0600 UTC,0,7,1,12,1
2021/07/31,0700 UTC,0,7,1,11,7
2021/07/31,0800 UTC,0,7,2,11,5
2021/07/31,0900 UTC,0,8,11,2,7
2021/07/31,1000 UTC,0,3,7,10,9
2021/07/31,1100 UTC,0,2,7,2,11
2021/07/31,1200 UTC,0,5,7,5,13
2021/07/31,1300 UTC,0,6,17,8,2
2021/07/31,1400 UTC,0,7,9,16,5
2021/07/31,1500 UTC,0,7,20,3,8
2021/07/31,1600 UTC,0,6,6,18,9
2021/07/31,1700 UTC,0,6,4,5,7
2021/07/31,1800 UTC,0,7,6,20,2
2021/07/31,1900 UTC,0,1,6,20,7
2021/07/31,2000 UTC,0,7,6,1,18
2021/07/31,2100 UTC,0,4,6,7,17
2021/07/31,2200 UTC,0,7,7,15,9
2021/07/31,2300 UTC,0,6,7,15,1
2021/08/01,0000 UTC,0,5,15,6,6
2021/08/01,0100 UTC,0,6,4,13,9
2021/08/01,0200 UTC,0,6,2,14,6
2021/08/01,0300 UTC,0,6,14,6,6
2021/08/01,0400 UTC,0,5,8,13,2
2021/08/01,0500 UTC,0,13,4,6,1
2021/08/01,0600 UTC,0,6,1,12,6
2021/08/01,0700 UTC,0,8,13,6,1
2021/08/01,0800 UTC,0,9,12,8,6
2021/08/01,0900 UTC,0,5,9,11,6
2021/08/01,1000 UTC,0,11,8,6,2
2021/08/01,1100 UTC,0,6,4,11,6
2021/08/01,1200 UTC,0,1,15,3,7
2021/08/01,1300 UTC,0,7,4,15,7
2021/08/01,1400 UTC,0,5,7,2,17
2021/08/01,1500 UTC,0,6,19,3,8
2021/08/01,1600 UTC,0,7,20,8,6
2021/08/01,1700 UTC,0,9,7,8,7
2021/08/01,1800 UTC,0,4,7,6,19
2021/08/01,1900 UTC,0,7,1,9,8
2021/08/01,2000 UTC,0,3,7,9,17
2021/08/01,2100 UTC,0,3,17,4,7
2021/08/01,2200 UTC,0,15,5,7,4
2021/08/01,2300 UTC,0,2,14,8,7
2021/08/02,0000 UTC,0,7,13,3,7
2021/08/02,0100 UTC,0,6,8,12,8
2021/08/02,0200 UTC,0,6,8,12,8
2021/08/02,0300 UTC,0,6,6,12,7
2021/08/02,0400 UTC,0,6,5,5,6
2021/08/02,0500 UTC,0,6,6,12,5
2021/08/02,0600 UTC,0,6,5,12,5
2021/08/02,0700 UTC,0,6,4,12,4
2021/08/02,0800 UTC,0,6,5,12,3
2021/08/02,0900 UTC,0,6,7,11,8
2021/08/02,1000 UTC,0,8,7,4,7
2021/08/02,1100 UTC,0,7,7,8,11
2021/08/02,1200 UTC,0,3,8,13,7
2021/08/02,1300 UTC,0,4,7,4,15
2021/08/02,1400 UTC,0,6,7,7,18
2021/08/02,1500 UTC,0,7,5,19,3
2021/08/02,1600 UTC,0,4,6,5,20
2021/08/02,1700 UTC,0,2,7,9,21
2021/08/02,1800 UTC,0,6,2,23,7
2021/08/02,1900 UTC,0,9,6,4,23
2021/08/02,2000 UTC,0,6,3,22,6
2021/08/02,2100 UTC,0,3,7,19,1
2021/08/02,2200 UTC,0,7,9,17,3
2021/08/02,2300 UTC,0,7,2,17,6
2021/08/03,0000 UTC,0,18,5,7,2
2021/08/03,0100 UTC,0,8,17,6,7
2021/08/03,0200 UTC,0,16,6,8,1
2021/08/03,0300 UTC,0,1,15,8,2
2021/08/03,0400 UTC,0,8,2,15,1
2021/08/03,0500 UTC,0,8,3,14,6
2021/08/03,0600 UTC,0,8,3,14,2
2021/08/03,0700 UTC,0,8,2,14,2
2021/08/03,0800 UTC,0,2,14,8,8
2021/08/03,0900 UTC,0,8,2,1,8
2021/08/03,1000 UTC,0,3,8,8,12
2021/08/03,1100 UTC,0,3,8,3,12
2021/08/03,1200 UTC,0,5,8,5,16
2021/08/03,1300 UTC,0,8,6,18,1
2021/08/03,1400 UTC,0,3,7,3,20
2021/08/03,1500 UTC,0,7,3,23,8
2021/08/03,1600 UTC,0,5,26,8,4
2021/08/03,1700 UTC,0,26,9,8,6
2021/08/03,1800 UTC,0,6,7,25,2
2021/08/03,1900 UTC,0,8,7,23,8
2021/08/03,2000 UTC,0,2,8,3,23
2021/08/03,2100 UTC,0,9,3,21,4
2021/08/03,2200 UTC,0,8,7,20,5
2021/08/03,2300 UTC,0,9,2,19,7
2021/08/04,0000 UTC,0,18,9,9,53
2021/08/04,0100 UTC,0,8,19,6,9
2021/08/04,0200 UTC,0,9,2,17,2
2021/08/04,0300 UTC,0,9,5,17,9
2021/08/04,0400 UTC,0,17,3,9,5
2021/08/04,0500 UTC,0,9,4,6,9
2021/08/04,0600 UTC,0,9,6,16,2
2021/08/04,0700 UTC,0,9,7,15,4
2021/08/04,0800 UTC,0,15,7,10,9
2021/08/04,0900 UTC,0,15,5,10,1
2021/08/04,1000 UTC,0,2,10,2,14
2021/08/04,1100 UTC,0,5,10,5,15
2021/08/04,1200 UTC,0,10,8,16,5
2021/08/04,1300 UTC,0,4,10,5,16
2021/08/04,1400 UTC,0,2,9,8,18
2021/08/04,1500 UTC,0,9,22,8,10
2021/08/04,1600 UTC,0,8,9,19,9
2021/08/04,1700 UTC,0,2,8,21,3
2021/08/04,1800 UTC,0,2,21,6,8
2021/08/04,1900 UTC,0,2,9,21,1
2021/08/04,2000 UTC,0,8,8,2,19
2021/08/04,2100 UTC,0,7,8,9,18
2021/08/04,2200 UTC,0,8,9,18,2
2021/08/04,2300 UTC,0,9,1,17,5
2021/08/05,0000 UTC,0,9,2,16,9
2021/08/05,0100 UTC,0,9,4,16,6
2021/08/05,0200 UTC,0,9,4,16,7
2021/08/05,0300 UTC,0,9,2,16,2
2021/08/05,0400 UTC,0,9,1,14,8
2021/08/05,0500 UTC,0,8,9,14,9
2021/08/05,0600 UTC,0,8,8,14,6
2021/08/05,0700 UTC,0,8,8,13,7
2021/08/05,0800 UTC,0,8,7,13,1
2021/08/05,0900 UTC,0,8,6,13,1
2021/08/05,1000 UTC,0,6,8,6,12
2021/08/05,1100 UTC,0,3,8,3,13
2021/08/05,1200 UTC,0,9,4,15,3
2021/08/05,1300 UTC,0,6,9,6,17
2021/08/05,1400 UTC,0,2,8,3,19
2021/08/05,1500 UTC,0,1,8,2,19
2021/08/05,1600 UTC,0,22,5,8,6
2021/08/05,1700 UTC,0,23,2,8,2
2021/08/05,1800 UTC,0,7,1,21,6
2021/08/05,1900 UTC,0,7,7,7,21
2021/08/05,2000 UTC,0,7,7,7,20
2021/08/05,2100 UTC,0,8,4,19,9
2021/08/05,2200 UTC,0,8,4,3,8
2021/08/05,2300 UTC,0,9,1,18,7
2021/08/06,0000 UTC,0,9,2,18,4
2021/08/06,0100 UTC,0,18,4,9,6
2021/08/06,0200 UTC,0,17,7,10,1
2021/08/06,0300 UTC,0,10,5,17,2
2021/08/06,0400 UTC,0,11,1,16,5
2021/08/06,0500 UTC,0,11,9,15,7
2021/08/06,0600 UTC,0,2,15,8,12
2021/08/06,0700 UTC,0,11,8,15,2
2021/08/06,0800 UTC,0,11,1,15,4
2021/08/06,0900 UTC,0,5,15,8,11
2021/08/06,1000 UTC,0,7,10,2,14
2021/08/06,1100 UTC,0,4,10,4,14
2021/08/06,1200 UTC,0,4,10,16,2
2021/08/06,1300 UTC,0,1,8,4,18
2021/08/06,1400 UTC,0,6,8,1,19
2021/08/06,1500 UTC,0,6,9,20,4
2021/08/06,1600 UTC,0,3,7,3,21
2021/08/06,1700 UTC,0,4,7,22,4
2021/08/06,1800 UTC,0,3,7,21,8
2021/08/06,1900 UTC,0,6,7,21,3
2021/08/06,2000 UTC,0,7,5,20,3
2021/08/06,2100 UTC,0,8,7,18,6
2021/08/06,2200 UTC,0,1,18,2,9
2021/08/06,2300 UTC,0,9,4,17,6
2021/08/07,0000 UTC,0,9,2,17,3
2021/08/07,0100 UTC,0,2,17,8,9
2021/08/07,0200 UTC,0,8,9,16,6
2021/08/07,0300 UTC,0,16,6,9,8
2021/08/07,0400 UTC,0,9,1,15,8
2021/08/07,0500 UTC,0,9,4,5,9
2021/08/07,0600 UTC,0,9,8,15,3
2021/08/07,0700 UTC,0,15,6,9,8
2021/08/07,0800 UTC,0,9,8,4,10
2021/08/07,0900 UTC,0,9,5,13,8
2021/08/07,1000 UTC,0,1,9,1,13
2021/08/07,1100 UTC,0,6,9,7,14
2021/08/07,1200 UTC,0,9,1,15,2
2021/08/07,1300 UTC,0,9,6,9,17
2021/08/07,1400 UTC,0,6,6,8,18
2021/08/07,1500 UTC,0,4,6,7,18
2021/08/07,1600 UTC,0,7,1,20,7
2021/08/07,1700 UTC,0,3,6,4,20
2021/08/07,1800 UTC,0,3,22,9,7
2021/08/07,1900 UTC,0,7,4,20,7
2021/08/07,2000 UTC,0,6,8,4,19
2021/08/07,2100 UTC,0,1,8,6,18
2021/08/07,2200 UTC,0,9,18,7,9
2021/08/07,2300 UTC,0,9,3,16,4
2021/08/08,0000 UTC,0,9,6,16,9
2021/08/08,0100 UTC,0,9,4,16,2
2021/08/08,0200 UTC,0,6,16,4,9
2021/08/08,0300 UTC,0,9,9,16,3
2021/08/08,0400 UTC,0,10,1,15,9
2021/08/08,0500 UTC,0,10,6,15,2
2021/08/08,0600 UTC,0,2,14,10,5
2021/08/08,0700 UTC,0,14,7,11,2
2021/08/08,0800 UTC,0,11,1,14,11
2021/08/08,0900 UTC,0,11,4,14,11
2021/08/08,1000 UTC,0,2,11,2,14
2021/08/08,1100 UTC,0,1,11,1,15
2021/08/08,1200 UTC,0,7,16,12,11
2021/08/08,1300 UTC,0,8,12,1,16
2021/08/08,1400 UTC,0,2,12,1,18
2021/08/08,1500 UTC,0,1,21,1,13
2021/08/08,1600 UTC,0,4,22,11,9
2021/08/08,1700 UTC,0,6,9,9,20
2021/08/08,1800 UTC,0,8,5,8,9
2021/08/08,1900 UTC,0,3,23,7,9
2021/08/08,2000 UTC,0,8,9,6,20
2021/08/08,2100 UTC,0,5,10,8,18
2021/08/08,2200 UTC,0,1,18,9,11
2021/08/08,2300 UTC,0,11,1,1,11
2021/08/09,0000 UTC,0,10,9,16,5
2021/08/09,0100 UTC,0,11,2,16,1
2021/08/09,0200 UTC,0,11,4,16,2
2021/08/09,0300 UTC,0,11,5,15,9
2021/08/09,0400 UTC,0,11,2,15,8
2021/08/09,0500 UTC,0,1,16,9,11
